,Headlines,label
1023,Massachusetts Ponders Gas Tax Increase,-1
13419,Ash-triggered flight disruptions cost airlines $1.7 billion,-1
5643,"No reprieve for Stanley Williams, Crips street gang founder",-1
9463,Macedonia declares state of emergency due to heat wave,-1
15827,Fired Colorado Professor Is Cross-Examined in Lawsuit,-1
9726,Investigation into US Airways river ditching in New York completed,-1
8280,No Room for Pride When It Comes to Golf Clubs,-1
4086,From Web Designer to Utility Supervisor,-1
537,Russian Uranium Sale to U.S. Is Planned,-1
1842,Two-day bird flu conference draws $1.9 billion in pledges,-1
3843,Obama succeeds Bush as 44th president of the United States,-1
2247,Pakistan wins Fortune Cup defeating West Indies by 3-0,-1
3297,"Boat in Bangladesh sinks, at least twelve dead",-1
10619,Altercation erupts between rock musicians at MTV Music Video Awards,-1
741,"Ryanair threaten legal action after documentary on fuel policy, safety",-1
4693,Starbucks Reports 77% Earnings Decline,-1
920,US unemployment rate reaches 9.4 percent,-1
11855,Thousands expected to protest at Forbes Global CEO conference in Sydney,-1
7662,6.4 magnitude earthquake rocks Andaman Islands,-1
2865,British MP reveals Fred Goodwin superinjunction,-1
2436,Google Geniuses at Work on Free Goodies,-1
1763,"Serena Williams, Who Once Beat Andy Roddick, Now Has Focus on Quarterfinal",-1
453,Windows 7 gets 'early release' in China; software pirates beat Microsoft to the punch,-1
10600,Sixteen people feared dead after helicopter crash in North Sea,-1
5122,Vienna mayor criticises cancellation of Michael Jackson tribute concert,-1
8399,"Thai police, protesters in violent clashes; at least one dead",-1
6460,"Half of Europe's flights could take off Monday, EU says",-1
5781,Trial against Church of Scientology begins in France,-1
7412,Unease in Papua After Indonesia Invites Rebel Leader Back,-1
1762,Sydney thanked for its patience during APEC,-1
13538,F.A.A. Plans New Medical Helicopter Safety Rules,-1
3568,Four small explosions strike London's transport system,-1
14865,"Iraq Tries to Prove Autonomy, and Makes Inroads",-1
9295,US clinic plans first face transplant,-1
12232,US East Coast prepares for blizzard,-1
6321,Experimental aircraft breaks record for hypersonic flight,-1
5652,"Seven-year-old girl killed in Detroit, Michigan police raid",-1
5884,A Farewell Race on Legendary Silverstone Track,-1
5251,Kidnapped Spanish aid worker is released,-1
11433,Study shows that aspirin might do more harm than good,-1
10912,Dubai receives bailout from Abu Dhabi,-1
10214,Corpse of former President of Cyprus Tassos Papadopoulos stolen,-1
7228,"Israeli president shakes hands with leaders of Syria, Iran at Pope's funeral",-1
2401,USA Today Names New Publisher and Editor,-1
6191,"Private Banker Says He Took Millions, Undetected",-1
12899,U.S. Plan to Stem Foreclosures Is Mired in Paper Avalanche,-1
3087,Honda Names New Chief Executive,-1
4618,"Policeman from Sussex, UK pleads guilty to fraud over lost and found money",-1
11171,Honduran capital's main airport reopens six weeks after jetliner crash,-1
8914,"Twin bomb blasts in 2 Philippine malls kill 6, injure 38",-1
13984,Federal government begins employing strategies to repair New Orleans,-1
5368,Sprint Nextel customer service rep. harasses client; Sprint cancels his account,-1
6596,Brazil Political crisis: Minister José Dirceu leaves the government,-1
12800,Canada commits C$127.4 million to fighting tuberculosis,-1
6678,Trade Group Meets to Curb Protectionism,-1
12438,My Network TV in an Overhaul,-1
7808,Fourteen dead as passenger helicopter crashes off Estonia,-1
11928,"Restored warplanes flown in Hamilton, Canada",-1
1361,Colombian military spy plane crashes,-1
12654,Ulysses spacecraft retires after 17 year mission,-1
14427,Departments to Toughen Standards for Mining,-1
4476,Wikipedia again blocked in China,-1
6802,U.S. Concedes Afghan Attack Mainly Killed Civilians,-1
14763,Sydney Swans win AFL premiership after 72 years in classic match,-1
5066,"Billy Mays Is Gone, but His Infomercials Go On",-1
794,Lamoureux Twins Give Minnesota a 1-2 Punch,-1
13376,As many as 100 civilians die in Afghan raid,-1
5337,"School bus crash kills one student in Georgia, US",-1
12145,"12-year-old girl dies after collapsing in school in Northamptonshire, England",-1
10717,Researchers discover high temperature enables more efficient hydrogen generation,-1
13861,VP candidate Palin accuses Obama of terrorist links,-1
4188,Enlisting a Global Work Force of Freelancers,-1
1820,Gunmen Kill U.N. Official in Pakistan,-1
13842,'Misleading' Burger King advert banned in the United Kingdom,-1
9608,Teaching Intelligent Design: Incumbent Dover PA school board fails reelection,-1
14609,N. Korea Says It Is Holding Reporters,-1
15097,"Even at Carolina, Penguins Dominate Hurricanes",-1
4694,British political candidate Nigel Farage injured in plane crash on polling day,-1
6701,Athletes prepare for 2012 Summer Paralympics at the Paralympic Fitness Centre,-1
5835,Russian ICBM test launch failed again,-1
5140,Japan Predicts 3.3% Economic Contraction This Year,-1
5736,American Paul Krugman wins Nobel prize for economics,-1
11442,Syrian jail riot kills at least 25,-1
5218,Casey Stoner wins 2011 Catalunya MotoGP,-1
14513,Leipheimer Cruises Into Tour of California Lead,-1
10063,"W.B.C. Turns Teammates Into Rivals, and Vice Versa",-1
10298,Small plane crashes on median of Interstate 75 in Michigan,-1
837,One N.B.A. Star and 150 Bridges to Sichuan,-1
5674,"Leading St. Jude Classic, Brian Gay Is One Round From U.S. Open Berth",-1
14647,China Seeks Dominance in Clean Energy,-1
8531,Fannie Mae forgives mortgage debt of 90-year-old woman who shot herself,-1
8556,Woman Is Elected to Lead Lithuania,-1
7340,Wikipedia features Encyclopædia Britannica on its main page,-1
15226,Florida Man Pleads Guilty in UBS Tax Case,-1
2487,NSW Supreme Court upholds non-publication order for lawsuit filed against Australia's richest person,-1
5467,"In Tour de France, French Pride Fades in Pack",-1
4957,"Hydrogen fuel cell cars promoted in various states, but U.S. federal funding cut",-1
15391,Shift on Marijuana Policy Delays Sentencing,-1
4012,TeleSUR promotional campaign causes controversy in Colombia,-1
4920,"From Kenya to Qatar (by Way of Holland), a Long Run",-1
4040,Medical Student Is Indicted in Craigslist Killing,-1
5815,U.N. Staff and Hospital Come Under Shelling as Sri Lanka Fights Cornered Rebels,-1
4410,Potential Heir to Procter & Gamble Chief Resigns,-1
3466,"Man in Florida, USA, arrested for using 911 to complain about fast food",-1
8503,Fats Domino rescued in New Orleans,-1
1696,Strike shuts down Toronto's transit system,-1
7009,Hundreds Jailed as Pakistan Bans Planned Protest,-1
8213,First funeral for Elim students,-1
5717,Insurgents shoot down U.S. helicopter near Baghdad,-1
5694,Crown Prince of Kuwait admitted to hospital,-1
15790,A Big Wall Falls in China to Make Room for Mickey,-1
3554,"Numbers Say Jackie Robinson Was Bold, to Little Effect",-1
11209,US Supreme Court nominee Elena Kagan meets with senators on Capitol Hill,-1
2852,Afghanistan holds first democratic general elections,-1
4370,"UConn Is Stunned, Disappointed, and Exhausted",-1
11089,MDC may pull out of Zimbabwe election,-1
11013,Steelers Shared Resources With 2 Teams During World War II,-1
6620,Bomb explosion kills two in Nepal church,-1
15447,At least fifteen dead in Iraq after gunmen attack central bank,-1
3837,"Fear and loathing on the campaign trail, May 2008",-1
12858,Suicide attack hits Iranian Revolutionary Guard commanders,-1
8369,"Rupert Grint, Harry Potter's ""Ron Weasley"", recovers from H1N1 swine flu virus",-1
6609,Hearse key thief spared prison,-1
15612,Indian flooding displaces thousands,-1
767,Lebanese Soldiers Killed in Ambush,-1
10091,On Board Air Force One,-1
15600,Indianapolis remains undefeated with win in Jacksonville,-1
2832,Canadian Released in Terrorism Case,-1
3201,"Containment capsule captures 10,000 oil barrels a day in Gulf of Mexico",-1
6079,"From the Vatican, a Tough Read",-1
4580,60 reported dead in Congo train crash,-1
14629,Rubens Barrichello wins 2009 Italian Grand Prix,-1
1035,Britney Spears announces she is pregnant,-1
15865,Wallace and Gromit sets destroyed by fire,-1
10125,Wikileaks website attacked; millions of files to be released tonight,-1
7567,World's oldest seaborne passenger vessel on tour as floating library,-1
5356,Climate change impacts Wyoming,-1
7570,Pakistan warned British intelligence about terrorist plans to bomb London,-1
12700,Libyan Leader Qaddafi Visits Italy,-1
8989,"Police discover five bodies in Victoria, Canada home",-1
13901,"Microsoft Office dropped by Massachusetts, USA",-1
3895,Nevada Supreme Court Sends Onion the Dog Case Back to Las Vegas Court,-1
7305,Sebastian Vettel wins 2010 Japanese Grand Prix,-1
15767,"4-year-old boy killed by dog in Liverpool, England",-1
12820,Israel releases 26 Palestinian prisoners,-1
6470,"Once Again, Ruling Class Stirs a Revolt",-1
9807,Obama announces US$3.8 trillion 2011 budget plan for US,-1
999,File sharing site The Pirate Bay sold,-1
2462,UN Security Council imposes more sanctions against Iran,-1
7968,"From Arctic Soil, Fossils of a Goliath That Ruled the Jurassic Seas",-1
9502,Iraq plans 'Baghdad Eye' to draw in tourists,-1
9879,"Veterans Say Goodbye, and Rising Star Emerges",-1
12377,British Airways Posts Worst Annual Results in Two Decades,-1
1497,China Detains 81 Ahead of 50th Anniversary of Tibetan Uprising,-1
11448,HUD hoaxer calls attention to lack of affordable housing,-1
5994,Pirates seize Greek-owned ship off coast of Yemen,-1
14405,A Boom in Office Towers in Calgary,-1
5155,"Woman dies after being struck by fire truck hose in Cambridge, Massachusetts",-1
4861,Local and regional elections held in Russia,-1
7728,I.B.M. Profit Exceeds Wall Street Forecasts,-1
1579,Big Investor in Fortis Opposes Buyout by BNP,-1
7029,German cannibal seeks review of manslaughter conviction,-1
28,Credit Card Industry Aims to Profit From Sterling Payers,-1
8447,Big East Flexes Muscle in Backyard of Former Member,-1
5092,Germany Going Into Elections Divided on Economic Approach,-1
60,Failed suicide bomber imprisoned for life,-1
12974,"Job Conditions Worsen in Areas of China, Experts Say",-1
11471,Princes William and Harry host the Concert for Diana,-1
72,"To Get a Business Loan, Know How the Bank Thinks",-1
2965,A Green Coalition Gathers Strength in Europe,-1
10268,Hundreds Protest Cuts in Water in California,-1
14947,Mugabe claims 'sweeping victory' of Zimbawe election,-1
12116,Study links breast cancer to Western diet,-1
13345,US army commander in Afghanistan asks for more troops in leaked report,-1
1570,Israeli police and Palestinians clash in Jerusalem,-1
10839,ALP appoints SLW Group for 2007 election campaign,-1
14932,Suspect charged in murder of Lauren Burk,-1
2631,New Zealand citizenship requirements tighten in 2006,-1
6520,Royal Commission recommends single council for Auckland,-1
7468,Rumours suggest Alonso and Schumacher could move to Ferrari,-1
5604,"Gunman kills one at Holocaust Museum in Washington, D.C.",-1
1652,Citigroup Said to Consider Plan to Split in Two,-1
4355,Tanzania accused of supporting terrorism to destabilise Burundi,-1
8088,"Sergey Mikhalkov, Russian writer, dies at 97",-1
7460,European Union to train Somali security forces,-1
7324,Brandeis Says It Plans to Sell Art Collection to Raise Cash,-1
3879,"Ivory Coast expels British, Canadian ambassadors",-1
8098,Seven civilians killed in Iraq,-1
13183,"Dam in Indonesia bursts, dozens killed",-1
10850,Police detain Tsvangirai in Zimbabwe,-1
11503,"Bomb scare closes Times Square, New York",-1
2189,US home prices drop at record levels,-1
8787,Belgian Eurovision singer Fud Leclerc dies at age 86,-1
3364,Australian wins 2005 World Series of Poker,-1
6514,Wikipedia founder Jimmy Wales announces cooperation between KDE Group and Wikimedia,-1
13050,Gibraltarian Chief Minister suggests joint sovereignty with Spain,-1
9308,Compensation funding agreement reached for Australian asbestos victims,-1
13400,$619 Million Paid to Keep A.I.G. Staff,-1
12003,Canada announces $9 billion plan to purchase 65 F-35 fighters,-1
14102,Louisville Brings Syracuse to Its Knees,-1
6245,Romanian government to strengthen laws against tax evasion,-1
11236,Estonian soldier killed in southern Afghanistan,-1
13477,Thai Queen attends protester cremation as report indicates explosive tear gas used,-1
13034,UN attacks Gbagbo military positions in Ivory Coast,-1
8754,Hidden treasure worth billions of dollars discovered in Indian temple,-1
4103,Workers Protest Across France,-1
6440,An Inexpensive Digital Edge on the Golf Course,-1
2013,Bairds Encounter Familiar Ground at Doral,-1
6332,First Active offer 100% mortgages in Ireland,-1
315,"MS-13 gang threatens the Arizona ""minutemen""",-1
6448,"Mexican Tourism, Already Hurt by Violence, Bears Blow of a Health Scare",-1
4202,"Graves Disturbed, Jewish Group Says",-1
3070,"Businessman in India's 'house of horrors' case has rape, murder convictions overturned",-1
11839,A.I.G. Chief Owns Goldman Stake Worth More Than $3 Million,-1
7062,An Industry That Sells Takes a Look in the Mirror,-1
10657,FDA recalls foreign meat used in aid for victims of Hurricane Katrina,-1
5055,A Casino Rises in the Place of a Fallen Steel Giant,-1
9673,Church of Scientology's 'Operating Thetan' documents leaked online,-1
1613,New Zealand woman survives being run over by train,-1
638,Two-minute silence for London bombings marked across the EU,-1
9426,Dan Savage wins Webby Award for It Gets Better Project,-1
14502,"King of Swaziland seeks thirteenth bride, continues to cause ire",-1
164,"Questions raised about McCain's choice of Palin, aides insist ""thorough vetting"" process",-1
3609,Banks Foreclose on Builders With Perfect Records,-1
6642,IRA decommissioning complete - de Chastelain,-1
14798,Ulcer researchers awarded '05 Nobel Prize,-1
5673,Guantanamo prisoners stage hunger strike,-1
5903,Jury acquits three in Politkovskaya murder trial,-1
7418,China prepared to support eurozone countries hit by financial crisis,-1
118,Moldovan president tells NATO over half a million Moldovans held hostage in separatist Transnistria,-1
11207,New Jersey jury convicts Florida man who claimed he was too fat for murder,-1
8049,Libertarian National Committee in fierce deadlock over how to address growing Bob Barr controversies,-1
